taille de la grille complète :=900;
nombre de cibles supprimées :=100;
param:   Points:  a  b  :=
 1 : (1, 2)
 2 : (1, 5)
 3 : (1, 8)
 4 : (1, 11)
 5 : (1, 14)
 6 : (1, 17)
 7 : (1, 20)
 8 : (1, 23)
 9 : (1, 26)
 10 : (1, 29)
 11 : (4, 0)
 12 : (4, 3)
 13 : (4, 6)
 14 : (4, 9)
 15 : (4, 12)
 16 : (4, 15)
 17 : (4, 18)
 18 : (4, 21)
 19 : (4, 24)
 20 : (4, 27)
 21 : (7, 2)
 22 : (7, 5)
 23 : (7, 8)
 24 : (7, 11)
 25 : (7, 14)
 26 : (7, 17)
 27 : (7, 20)
 28 : (7, 23)
 29 : (7, 26)
 30 : (7, 29)
 31 : (10, 0)
 32 : (10, 3)
 33 : (10, 6)
 34 : (10, 9)
 35 : (10, 12)
 36 : (10, 15)
 37 : (10, 18)
 38 : (10, 21)
 39 : (10, 24)
 40 : (10, 27)
 41 : (13, 2)
 42 : (13, 5)
 43 : (13, 8)
 44 : (13, 11)
 45 : (13, 14)
 46 : (13, 17)
 47 : (13, 20)
 48 : (13, 23)
 49 : (13, 26)
 50 : (13, 29)
 51 : (16, 0)
 52 : (16, 3)
 53 : (16, 6)
 54 : (16, 9)
 55 : (16, 12)
 56 : (16, 15)
 57 : (16, 18)
 58 : (16, 21)
 59 : (16, 24)
 60 : (16, 27)
 61 : (19, 2)
 62 : (19, 5)
 63 : (19, 8)
 64 : (19, 11)
 65 : (19, 14)
 66 : (19, 17)
 67 : (19, 20)
 68 : (19, 23)
 69 : (19, 26)
 70 : (19, 29)
 71 : (22, 0)
 72 : (22, 3)
 73 : (22, 6)
 74 : (22, 9)
 75 : (22, 12)
 76 : (22, 15)
 77 : (22, 18)
 78 : (22, 21)
 79 : (22, 24)
 80 : (22, 27)
 81 : (25, 2)
 82 : (25, 5)
 83 : (25, 8)
 84 : (25, 11)
 85 : (25, 14)
 86 : (25, 17)
 87 : (25, 20)
 88 : (25, 23)
 89 : (25, 26)
 90 : (25, 29)
 91 : (28, 0)
 92 : (28, 3)
 93 : (28, 6)
 94 : (28, 9)
 95 : (28, 12)
 96 : (28, 15)
 97 : (28, 18)
 98 : (28, 21)
 99 : (28, 24)
 100 : (28, 27)
