 Nombre de cibles : 1601
 0  0.00 0.00 
 1  5.05 4.56
 2  3.85 7.75
 3  6.01 0.86
 4  9.12 15.52
 5  8.25 6.87
 6  6.53 2.40
 7  9.38 10.11
 8  9.82 6.58
 9  1.71 13.95
 10  4.23 9.94
 11  10.73 5.73
 12  3.33 8.55
 13  6.15 13.51
 14  14.14 7.38
 15  10.41 12.36
 16  7.94 15.46
 17  0.92 11.79
 18  7.20 6.93
 19  12.65 0.33
 20  6.45 4.90
 21  7.20 12.98
 22  7.30 0.59
 23  7.09 1.12
 24  7.17 8.80
 25  15.07 11.40
 26  2.74 9.80
 27  1.13 6.08
 28  2.35 7.28
 29  3.59 0.48
 30  14.66 14.00
 31  12.84 6.60
 32  13.46 13.76
 33  2.39 4.66
 34  4.69 15.05
 35  4.99 11.14
 36  3.94 12.19
 37  8.12 11.24
 38  12.78 15.21
 39  12.36 3.94
 40  8.01 11.43
 41  15.34 10.75
 42  5.23 0.46
 43  0.83 7.57
 44  7.74 4.42
 45  8.06 6.40
 46  2.42 4.90
 47  13.01 15.88
 48  2.66 15.40
 49  4.54 7.35
 50  14.45 9.53
 51  2.49 2.39
 52  5.72 10.61
 53  13.63 2.49
 54  9.82 10.00
 55  6.44 1.82
 56  5.43 5.77
 57  12.57 10.66
 58  6.24 13.40
 59  2.23 13.98
 60  1.83 10.29
 61  4.39 4.25
 62  15.19 1.40
 63  4.12 1.84
 64  0.80 8.66
 65  9.19 15.25
 66  2.19 11.68
 67  1.64 7.91
 68  6.29 15.27
 69  10.40 0.10
 70  9.27 0.84
 71  1.93 14.70
 72  6.61 14.50
 73  9.35 12.85
 74  11.90 11.58
 75  10.84 13.73
 76  5.87 15.22
 77  1.97 5.06
 78  0.62 6.10
 79  6.90 1.42
 80  14.76 0.10
 81  0.67 0.96
 82  11.78 2.31
 83  8.87 2.06
 84  1.58 3.27
 85  2.17 10.85
 86  4.11 4.09
 87  9.55 10.72
 88  2.59 2.90
 89  7.58 14.49
 90  14.48 2.41
 91  12.22 4.35
 92  1.64 14.20
 93  9.41 2.26
 94  4.30 0.32
 95  3.67 3.06
 96  0.41 4.34
 97  4.01 12.19
 98  6.65 12.88
 99  14.25 8.23
 100  0.15 0.42
 101  3.07 4.26
 102  4.51 12.62
 103  14.98 7.10
 104  15.52 6.56
 105  5.60 14.00
 106  8.97 1.82
 107  2.36 10.61
 108  0.02 11.77
 109  12.86 4.31
 110  12.09 0.54
 111  7.37 12.50
 112  4.88 11.39
 113  8.69 11.52
 114  8.27 6.94
 115  3.75 8.42
 116  7.36 6.82
 117  12.68 11.87
 118  3.44 11.66
 119  2.97 2.96
 120  2.22 8.56
 121  0.97 11.19
 122  10.38 3.32
 123  5.80 10.40
 124  15.09 2.67
 125  14.71 11.18
 126  3.20 6.08
 127  7.67 8.08
 128  1.47 0.36
 129  3.60 9.74
 130  7.30 7.35
 131  2.15 14.65
 132  14.18 14.83
 133  10.52 1.62
 134  10.49 13.49
 135  4.59 12.71
 136  6.05 5.55
 137  7.90 0.43
 138  8.88 13.70
 139  10.83 7.97
 140  0.36 9.54
 141  3.15 3.57
 142  15.62 10.82
 143  11.65 1.09
 144  11.18 15.25
 145  10.83 2.48
 146  6.61 12.98
 147  1.13 4.78
 148  11.81 11.65
 149  6.40 6.30
 150  9.14 10.99
 151  3.00 15.19
 152  0.54 10.90
 153  15.62 9.42
 154  8.60 10.45
 155  1.39 8.96
 156  4.00 4.54
 157  12.53 3.62
 158  15.36 8.18
 159  4.71 10.54
 160  7.43 15.54
 161  13.02 14.04
 162  12.52 14.15
 163  2.82 8.33
 164  9.80 9.23
 165  14.63 2.94
 166  4.22 1.63
 167  2.13 4.76
 168  12.53 1.75
 169  14.18 5.13
 170  12.21 15.57
 171  14.09 0.20
 172  4.11 10.62
 173  3.82 3.46
 174  2.80 8.53
 175  14.01 10.23
 176  8.07 11.03
 177  8.27 4.59
 178  9.18 11.09
 179  12.91 2.98
 180  4.32 11.54
 181  5.93 8.53
 182  13.17 8.06
 183  13.29 9.70
 184  9.81 11.47
 185  14.83 6.02
 186  11.04 12.92
 187  6.22 15.14
 188  7.54 10.04
 189  2.61 10.34
 190  2.57 0.61
 191  4.58 10.64
 192  11.64 12.85
 193  15.23 4.82
 194  7.94 12.14
 195  7.81 12.26
 196  7.68 13.73
 197  4.79 4.85
 198  5.79 2.08
 199  14.55 15.60
 200  13.55 13.38
 201  5.62 8.59
 202  10.30 11.84
 203  7.73 1.84
 204  5.88 10.34
 205  12.19 8.46
 206  10.95 0.76
 207  3.10 6.60
 208  13.61 2.33
 209  11.42 5.55
 210  14.47 3.23
 211  1.81 6.15
 212  0.96 6.59
 213  11.00 6.75
 214  8.67 9.55
 215  6.35 6.22
 216  6.93 11.97
 217  14.81 1.22
 218  7.81 6.54
 219  3.07 13.69
 220  0.88 15.25
 221  6.15 11.83
 222  0.02 9.25
 223  2.43 13.63
 224  11.57 13.85
 225  3.18 10.04
 226  1.08 4.99
 227  0.19 2.04
 228  11.58 11.19
 229  8.79 4.26
 230  4.74 15.15
 231  10.48 11.66
 232  11.12 9.29
 233  12.89 2.93
 234  15.83 15.95
 235  0.63 0.71
 236  15.21 6.78
 237  12.54 15.23
 238  0.02 14.97
 239  12.86 11.60
 240  12.82 0.04
 241  5.64 13.89
 242  5.02 5.83
 243  15.93 0.60
 244  1.02 8.72
 245  4.86 5.75
 246  7.87 15.34
 247  1.41 2.99
 248  8.63 14.30
 249  5.92 8.46
 250  14.25 6.55
 251  9.17 13.46
 252  13.33 5.71
 253  12.68 13.35
 254  4.68 9.54
 255  8.95 1.49
 256  9.57 14.58
 257  15.38 14.60
 258  4.41 15.31
 259  15.20 5.43
 260  8.04 4.06
 261  11.18 15.91
 262  3.40 12.59
 263  2.89 12.02
 264  10.89 8.81
 265  4.48 9.14
 266  15.36 13.65
 267  6.60 12.69
 268  3.35 3.28
 269  10.04 8.03
 270  12.82 2.98
 271  9.52 6.40
 272  1.57 8.90
 273  4.99 5.98
 274  8.22 4.19
 275  11.41 0.26
 276  8.25 6.59
 277  0.16 11.65
 278  3.18 3.05
 279  7.67 14.08
 280  11.87 12.15
 281  7.22 11.23
 282  9.80 13.82
 283  7.92 13.16
 284  1.11 1.96
 285  5.18 13.93
 286  4.94 14.71
 287  4.33 6.51
 288  7.61 9.32
 289  12.49 15.83
 290  13.52 7.90
 291  0.08 5.77
 292  14.49 0.24
 293  1.41 1.68
 294  3.30 9.08
 295  15.75 15.17
 296  5.24 6.97
 297  10.40 15.04
 298  4.80 2.32
 299  12.19 5.90
 300  4.28 1.38
 301  3.83 9.22
 302  0.08 8.16
 303  15.73 7.69
 304  1.48 12.22
 305  7.52 15.00
 306  4.12 7.61
 307  4.76 2.61
 308  7.85 6.18
 309  4.29 11.15
 310  15.26 4.04
 311  10.32 4.50
 312  11.02 4.72
 313  3.54 15.81
 314  7.04 15.73
 315  5.71 11.32
 316  1.11 9.55
 317  4.54 1.19
 318  1.71 4.28
 319  8.89 3.19
 320  0.50 0.41
 321  2.18 4.62
 322  8.02 6.95
 323  7.23 15.87
 324  13.12 11.52
 325  11.02 12.39
 326  15.57 5.34
 327  0.89 10.58
 328  10.06 4.42
 329  10.40 1.11
 330  4.16 0.11
 331  12.43 5.26
 332  9.66 0.97
 333  6.46 11.36
 334  5.25 15.35
 335  14.55 5.75
 336  15.76 0.73
 337  10.37 7.77
 338  7.68 1.60
 339  7.64 4.81
 340  13.12 2.66
 341  1.19 12.69
 342  8.00 2.08
 343  7.27 2.06
 344  6.50 1.67
 345  3.17 10.66
 346  1.78 15.60
 347  15.92 11.43
 348  0.57 6.38
 349  6.79 5.82
 350  5.73 5.34
 351  11.57 5.48
 352  6.08 5.94
 353  13.26 13.76
 354  7.54 4.90
 355  2.56 4.66
 356  7.56 3.75
 357  1.35 15.56
 358  5.83 8.62
 359  1.62 12.33
 360  10.29 4.79
 361  6.99 12.07
 362  4.39 6.92
 363  7.50 4.96
 364  13.30 14.29
 365  10.78 3.02
 366  3.63 6.35
 367  8.51 9.71
 368  12.29 5.76
 369  7.46 3.83
 370  10.66 10.02
 371  8.49 2.22
 372  13.78 9.84
 373  1.78 3.61
 374  2.46 3.40
 375  15.94 12.74
 376  8.19 6.94
 377  8.81 12.58
 378  13.85 0.31
 379  1.54 11.15
 380  14.60 12.32
 381  14.17 2.23
 382  2.68 6.68
 383  11.94 14.97
 384  12.44 3.40
 385  2.79 7.10
 386  13.43 11.28
 387  9.32 11.20
 388  5.12 11.10
 389  14.81 7.57
 390  14.51 14.76
 391  4.32 6.70
 392  5.69 13.12
 393  3.28 3.54
 394  13.43 4.82
 395  14.69 12.03
 396  1.14 12.86
 397  14.26 3.81
 398  3.54 10.20
 399  2.78 15.98
 400  13.60 5.57
 401  7.09 11.03
 402  0.85 0.41
 403  6.23 5.97
 404  11.52 5.04
 405  13.54 10.02
 406  3.80 1.86
 407  0.72 9.49
 408  14.98 4.00
 409  13.04 12.41
 410  8.81 11.73
 411  8.44 9.95
 412  8.59 6.70
 413  13.76 12.13
 414  0.90 0.55
 415  12.12 14.50
 416  6.12 3.21
 417  9.52 6.97
 418  3.62 15.75
 419  12.94 15.14
 420  4.80 10.48
 421  9.16 8.60
 422  12.34 9.88
 423  2.09 11.32
 424  13.88 15.13
 425  7.73 6.69
 426  10.86 0.17
 427  0.64 3.45
 428  6.87 14.40
 429  15.58 7.77
 430  14.95 11.70
 431  6.26 5.07
 432  14.90 15.79
 433  12.04 2.53
 434  15.54 8.99
 435  1.66 4.34
 436  3.47 10.83
 437  12.94 15.81
 438  4.71 15.03
 439  11.13 2.59
 440  14.17 2.87
 441  9.28 9.03
 442  3.04 9.92
 443  12.48 9.91
 444  8.33 12.06
 445  1.67 7.28
 446  7.76 7.94
 447  12.35 6.66
 448  7.72 8.39
 449  9.19 7.26
 450  1.38 10.85
 451  11.60 4.85
 452  5.68 8.54
 453  4.66 10.39
 454  7.57 15.80
 455  12.98 5.74
 456  2.67 6.26
 457  14.77 5.70
 458  0.19 11.24
 459  15.61 8.51
 460  7.30 1.28
 461  15.79 15.06
 462  9.22 12.14
 463  5.72 0.94
 464  4.52 14.91
 465  8.20 5.90
 466  9.76 3.80
 467  10.75 15.44
 468  12.34 15.42
 469  9.83 3.92
 470  15.22 6.81
 471  9.66 1.88
 472  13.08 8.42
 473  7.59 13.26
 474  3.66 7.20
 475  5.78 10.96
 476  8.48 5.57
 477  10.02 1.70
 478  1.70 15.74
 479  2.64 6.23
 480  14.65 10.85
 481  12.13 8.41
 482  14.65 6.88
 483  7.84 10.99
 484  6.30 1.67
 485  14.91 5.52
 486  8.49 8.57
 487  7.40 5.56
 488  0.99 14.99
 489  2.83 4.65
 490  6.18 8.60
 491  15.62 14.66
 492  14.17 9.64
 493  0.36 15.87
 494  9.38 3.01
 495  6.09 8.03
 496  13.86 2.22
 497  0.44 12.51
 498  9.11 8.28
 499  7.50 15.41
 500  9.95 6.41
 501  4.92 2.44
 502  14.98 12.32
 503  8.00 15.96
 504  11.31 10.83
 505  4.62 1.49
 506  3.43 4.23
 507  0.15 1.60
 508  13.87 0.52
 509  1.47 7.25
 510  3.53 7.56
 511  15.28 1.38
 512  9.78 15.72
 513  13.89 2.89
 514  8.00 5.39
 515  2.29 1.95
 516  11.80 7.22
 517  4.39 10.78
 518  3.54 12.40
 519  10.74 14.85
 520  7.22 15.36
 521  0.34 10.65
 522  3.59 0.49
 523  12.25 1.46
 524  1.01 13.72
 525  8.72 4.54
 526  5.28 8.00
 527  5.92 15.06
 528  7.72 3.81
 529  1.95 15.72
 530  9.20 4.24
 531  1.67 5.00
 532  11.46 6.06
 533  15.77 15.00
 534  2.46 10.51
 535  13.85 9.68
 536  9.87 14.19
 537  4.34 13.46
 538  14.68 0.59
 539  14.92 15.69
 540  14.30 7.64
 541  4.22 3.58
 542  15.64 10.14
 543  2.64 7.35
 544  13.95 4.58
 545  7.07 7.14
 546  8.83 8.74
 547  12.14 4.28
 548  14.80 11.91
 549  3.28 1.26
 550  6.43 1.13
 551  10.95 0.29
 552  15.32 15.28
 553  13.75 13.99
 554  15.87 12.67
 555  13.68 14.17
 556  4.30 1.90
 557  1.75 3.94
 558  12.04 4.39
 559  11.29 9.99
 560  8.98 2.36
 561  1.13 1.80
 562  11.10 13.28
 563  6.08 9.90
 564  9.19 9.37
 565  11.17 15.62
 566  10.50 6.11
 567  15.91 9.81
 568  5.39 13.66
 569  7.80 5.26
 570  10.32 5.48
 571  3.44 14.63
