 Nombre de cibles : 901
 0  0.00 0.00 
 1  2.08 10.36
 2  7.44 5.32
 3  9.17 5.47
 4  9.71 5.18
 5  8.10 9.26
 6  2.15 2.81
 7  6.84 13.90
 8  11.02 2.07
 9  1.15 3.25
 10  4.36 2.49
 11  5.37 0.31
 12  13.81 11.84
 13  0.25 7.05
 14  1.46 4.50
 15  3.54 9.35
 16  3.00 5.62
 17  5.71 10.44
 18  10.94 0.88
 19  1.90 6.65
 20  6.06 10.01
 21  1.92 8.21
 22  12.81 8.75
 23  8.11 9.84
 24  10.83 9.26
 25  13.09 1.19
 26  11.75 4.45
 27  1.50 11.56
 28  2.30 1.76
 29  4.60 3.75
 30  6.26 8.14
 31  13.10 9.26
 32  13.76 4.80
 33  5.70 10.70
 34  5.68 7.61
 35  3.35 11.75
 36  3.61 5.26
 37  5.96 2.43
 38  0.02 0.07
 39  12.26 10.84
 40  9.33 11.35
 41  12.03 7.08
 42  1.80 13.54
 43  4.63 4.10
 44  1.29 9.24
 45  7.85 7.55
 46  3.38 6.95
 47  2.81 3.14
 48  11.75 8.52
 49  13.84 3.44
 50  2.12 3.19
 51  1.18 5.74
 52  8.45 7.14
 53  8.16 8.47
 54  7.21 6.43
 55  5.31 2.54
 56  3.77 3.34
 57  9.62 5.57
 58  2.88 0.26
 59  9.67 4.18
 60  9.49 3.52
 61  11.73 12.87
 62  10.47 0.54
 63  2.01 8.22
 64  9.06 1.85
 65  11.65 11.18
 66  5.04 12.84
 67  2.92 13.49
 68  5.98 11.08
 69  7.95 13.19
 70  3.51 13.26
 71  1.73 7.28
 72  2.61 11.35
 73  12.86 5.49
 74  11.60 8.53
 75  9.67 7.10
 76  12.05 7.40
 77  5.97 8.52
 78  7.94 7.99
 79  2.73 3.00
 80  9.84 0.39
 81  0.18 0.88
 82  13.23 3.10
 83  0.36 5.20
 84  0.19 8.32
 85  4.39 3.69
 86  7.58 6.11
 87  10.98 10.19
 88  3.46 9.83
 89  1.68 1.07
 90  4.36 11.35
 91  8.17 2.41
 92  4.75 0.14
 93  10.92 12.69
 94  8.13 13.66
 95  1.69 3.97
 96  0.05 1.87
 97  4.85 13.27
 98  4.98 5.21
 99  4.47 5.16
 100  13.53 8.86
 101  8.86 7.11
 102  0.97 5.83
 103  3.30 4.44
 104  1.67 4.98
