taille de la grille complète :=400;
nombre de cibles supprimées :=68;
param:   Points:  a  b  :=
 1 : (3, 3)
 2 : (3, 4)
 3 : (3, 5)
 4 : (3, 6)
 5 : (3, 7)
 6 : (3, 8)
 7 : (3, 9)
 8 : (3, 10)
 9 : (4, 3)
 10 : (4, 4)
 11 : (4, 5)
 12 : (4, 6)
 13 : (4, 7)
 14 : (4, 8)
 15 : (4, 9)
 16 : (4, 10)
 17 : (5, 3)
 18 : (5, 4)
 19 : (5, 5)
 20 : (5, 6)
 21 : (5, 7)
 22 : (5, 8)
 23 : (5, 9)
 24 : (5, 10)
 25 : (6, 3)
 26 : (6, 4)
 27 : (6, 5)
 28 : (6, 6)
 29 : (6, 7)
 30 : (6, 8)
 31 : (6, 9)
 32 : (6, 10)
 33 : (7, 3)
 34 : (7, 4)
 35 : (7, 5)
 36 : (7, 6)
 37 : (7, 7)
 38 : (7, 8)
 39 : (7, 9)
 40 : (7, 10)
 41 : (14, 9)
 42 : (14, 10)
 43 : (14, 11)
 44 : (14, 12)
 45 : (14, 13)
 46 : (14, 14)
 47 : (14, 15)
 48 : (15, 9)
 49 : (15, 10)
 50 : (15, 11)
 51 : (15, 12)
 52 : (15, 13)
 53 : (15, 14)
 54 : (15, 15)
 55 : (16, 9)
 56 : (16, 10)
 57 : (16, 11)
 58 : (16, 12)
 59 : (16, 13)
 60 : (16, 14)
 61 : (16, 15)
 62 : (17, 9)
 63 : (17, 10)
 64 : (17, 11)
 65 : (17, 12)
 66 : (17, 13)
 67 : (17, 14)
 68 : (17, 15)
