taille de la grille complète :=1600;
nombre de cibles supprimées :=175;
param:   Points:  a  b  :=
 1 : (1, 2)
 2 : (1, 5)
 3 : (1, 8)
 4 : (1, 11)
 5 : (1, 14)
 6 : (1, 17)
 7 : (1, 20)
 8 : (1, 23)
 9 : (1, 26)
 10 : (1, 29)
 11 : (1, 32)
 12 : (1, 35)
 13 : (1, 38)
 14 : (4, 0)
 15 : (4, 3)
 16 : (4, 6)
 17 : (4, 9)
 18 : (4, 12)
 19 : (4, 15)
 20 : (4, 18)
 21 : (4, 21)
 22 : (4, 24)
 23 : (4, 27)
 24 : (4, 30)
 25 : (4, 33)
 26 : (4, 36)
 27 : (4, 39)
 28 : (7, 2)
 29 : (7, 5)
 30 : (7, 8)
 31 : (7, 11)
 32 : (7, 14)
 33 : (7, 17)
 34 : (7, 20)
 35 : (7, 23)
 36 : (7, 26)
 37 : (7, 29)
 38 : (7, 32)
 39 : (7, 35)
 40 : (7, 38)
 41 : (10, 0)
 42 : (10, 3)
 43 : (10, 6)
 44 : (10, 9)
 45 : (10, 12)
 46 : (10, 15)
 47 : (10, 18)
 48 : (10, 21)
 49 : (10, 24)
 50 : (10, 27)
 51 : (10, 30)
 52 : (10, 33)
 53 : (10, 36)
 54 : (10, 39)
 55 : (13, 2)
 56 : (13, 5)
 57 : (13, 8)
 58 : (13, 11)
 59 : (13, 14)
 60 : (13, 17)
 61 : (13, 20)
 62 : (13, 23)
 63 : (13, 26)
 64 : (13, 29)
 65 : (13, 32)
 66 : (13, 35)
 67 : (13, 38)
 68 : (16, 0)
 69 : (16, 3)
 70 : (16, 6)
 71 : (16, 9)
 72 : (16, 12)
 73 : (16, 15)
 74 : (16, 18)
 75 : (16, 21)
 76 : (16, 24)
 77 : (16, 27)
 78 : (16, 30)
 79 : (16, 33)
 80 : (16, 36)
 81 : (16, 39)
 82 : (19, 2)
 83 : (19, 5)
 84 : (19, 8)
 85 : (19, 11)
 86 : (19, 14)
 87 : (19, 17)
 88 : (19, 20)
 89 : (19, 23)
 90 : (19, 26)
 91 : (19, 29)
 92 : (19, 32)
 93 : (19, 35)
 94 : (19, 38)
 95 : (22, 0)
 96 : (22, 3)
 97 : (22, 6)
 98 : (22, 9)
 99 : (22, 12)
 100 : (22, 15)
 101 : (22, 18)
 102 : (22, 21)
 103 : (22, 24)
 104 : (22, 27)
 105 : (22, 30)
 106 : (22, 33)
 107 : (22, 36)
 108 : (22, 39)
 109 : (25, 2)
 110 : (25, 5)
 111 : (25, 8)
 112 : (25, 11)
 113 : (25, 14)
 114 : (25, 17)
 115 : (25, 20)
 116 : (25, 23)
 117 : (25, 26)
 118 : (25, 29)
 119 : (25, 32)
 120 : (25, 35)
 121 : (25, 38)
 122 : (28, 0)
 123 : (28, 3)
 124 : (28, 6)
 125 : (28, 9)
 126 : (28, 12)
 127 : (28, 15)
 128 : (28, 18)
 129 : (28, 21)
 130 : (28, 24)
 131 : (28, 27)
 132 : (28, 30)
 133 : (28, 33)
 134 : (28, 36)
 135 : (28, 39)
 136 : (31, 2)
 137 : (31, 5)
 138 : (31, 8)
 139 : (31, 11)
 140 : (31, 14)
 141 : (31, 17)
 142 : (31, 20)
 143 : (31, 23)
 144 : (31, 26)
 145 : (31, 29)
 146 : (31, 32)
 147 : (31, 35)
 148 : (31, 38)
 149 : (34, 0)
 150 : (34, 3)
 151 : (34, 6)
 152 : (34, 9)
 153 : (34, 12)
 154 : (34, 15)
 155 : (34, 18)
 156 : (34, 21)
 157 : (34, 24)
 158 : (34, 27)
 159 : (34, 30)
 160 : (34, 33)
 161 : (34, 36)
 162 : (34, 39)
 163 : (37, 2)
 164 : (37, 5)
 165 : (37, 8)
 166 : (37, 11)
 167 : (37, 14)
 168 : (37, 17)
 169 : (37, 20)
 170 : (37, 23)
 171 : (37, 26)
 172 : (37, 29)
 173 : (37, 32)
 174 : (37, 35)
 175 : (37, 38)
