taille de la grille complète :=625;
nombre de cibles supprimées :=189;
param:   Points:  a  b  :=
 1 : (5, 5)
 2 : (5, 6)
 3 : (5, 7)
 4 : (5, 8)
 5 : (5, 9)
 6 : (5, 10)
 7 : (5, 11)
 8 : (5, 12)
 9 : (5, 13)
 10 : (5, 14)
 11 : (5, 15)
 12 : (6, 5)
 13 : (6, 6)
 14 : (6, 7)
 15 : (6, 8)
 16 : (6, 9)
 17 : (6, 10)
 18 : (6, 11)
 19 : (6, 12)
 20 : (6, 13)
 21 : (6, 14)
 22 : (6, 15)
 23 : (7, 5)
 24 : (7, 6)
 25 : (7, 7)
 26 : (7, 8)
 27 : (7, 9)
 28 : (7, 10)
 29 : (7, 11)
 30 : (7, 12)
 31 : (7, 13)
 32 : (7, 14)
 33 : (7, 15)
 34 : (8, 5)
 35 : (8, 6)
 36 : (8, 7)
 37 : (8, 8)
 38 : (8, 9)
 39 : (8, 10)
 40 : (8, 11)
 41 : (8, 12)
 42 : (8, 13)
 43 : (8, 14)
 44 : (8, 15)
 45 : (9, 5)
 46 : (9, 6)
 47 : (9, 7)
 48 : (9, 8)
 49 : (9, 9)
 50 : (9, 10)
 51 : (9, 11)
 52 : (9, 12)
 53 : (9, 13)
 54 : (9, 14)
 55 : (9, 15)
 56 : (10, 5)
 57 : (10, 6)
 58 : (10, 7)
 59 : (10, 8)
 60 : (10, 9)
 61 : (10, 10)
 62 : (10, 11)
 63 : (10, 12)
 64 : (10, 13)
 65 : (10, 14)
 66 : (10, 15)
 67 : (11, 5)
 68 : (11, 6)
 69 : (11, 7)
 70 : (11, 8)
 71 : (11, 9)
 72 : (11, 10)
 73 : (11, 11)
 74 : (11, 12)
 75 : (11, 13)
 76 : (11, 14)
 77 : (11, 15)
 78 : (12, 5)
 79 : (12, 6)
 80 : (12, 7)
 81 : (12, 8)
 82 : (12, 9)
 83 : (12, 10)
 84 : (12, 11)
 85 : (12, 12)
 86 : (12, 13)
 87 : (12, 14)
 88 : (12, 15)
 89 : (13, 5)
 90 : (13, 6)
 91 : (13, 7)
 92 : (13, 8)
 93 : (13, 9)
 94 : (13, 10)
 95 : (13, 11)
 96 : (13, 12)
 97 : (13, 13)
 98 : (13, 14)
 99 : (13, 15)
 100 : (14, 5)
 101 : (14, 6)
 102 : (14, 7)
 103 : (14, 8)
 104 : (14, 9)
 105 : (14, 10)
 106 : (14, 11)
 107 : (14, 12)
 108 : (14, 13)
 109 : (14, 14)
 110 : (14, 15)
 111 : (15, 5)
 112 : (15, 6)
 113 : (15, 7)
 114 : (15, 8)
 115 : (15, 9)
 116 : (15, 10)
 117 : (15, 11)
 118 : (15, 12)
 119 : (15, 13)
 120 : (15, 14)
 121 : (15, 15)
 122 : (19, 2)
 123 : (19, 3)
 124 : (19, 4)
 125 : (19, 5)
 126 : (19, 6)
 127 : (19, 7)
 128 : (19, 8)
 129 : (19, 9)
 130 : (19, 10)
 131 : (19, 11)
 132 : (19, 12)
 133 : (19, 13)
 134 : (19, 14)
 135 : (19, 15)
 136 : (19, 16)
 137 : (19, 17)
 138 : (19, 18)
 139 : (20, 2)
 140 : (20, 3)
 141 : (20, 4)
 142 : (20, 5)
 143 : (20, 6)
 144 : (20, 7)
 145 : (20, 8)
 146 : (20, 9)
 147 : (20, 10)
 148 : (20, 11)
 149 : (20, 12)
 150 : (20, 13)
 151 : (20, 14)
 152 : (20, 15)
 153 : (20, 16)
 154 : (20, 17)
 155 : (20, 18)
 156 : (21, 2)
 157 : (21, 3)
 158 : (21, 4)
 159 : (21, 5)
 160 : (21, 6)
 161 : (21, 7)
 162 : (21, 8)
 163 : (21, 9)
 164 : (21, 10)
 165 : (21, 11)
 166 : (21, 12)
 167 : (21, 13)
 168 : (21, 14)
 169 : (21, 15)
 170 : (21, 16)
 171 : (21, 17)
 172 : (21, 18)
 173 : (22, 2)
 174 : (22, 3)
 175 : (22, 4)
 176 : (22, 5)
 177 : (22, 6)
 178 : (22, 7)
 179 : (22, 8)
 180 : (22, 9)
 181 : (22, 10)
 182 : (22, 11)
 183 : (22, 12)
 184 : (22, 13)
 185 : (22, 14)
 186 : (22, 15)
 187 : (22, 16)
 188 : (22, 17)
 189 : (22, 18)
