taille de la grille complète :=900;
nombre de cibles supprimées :=231;
param:   Points:  a  b  :=
 1 : (5, 5)
 2 : (5, 6)
 3 : (5, 7)
 4 : (5, 8)
 5 : (5, 9)
 6 : (5, 10)
 7 : (5, 11)
 8 : (5, 12)
 9 : (5, 13)
 10 : (5, 14)
 11 : (5, 15)
 12 : (6, 5)
 13 : (6, 6)
 14 : (6, 7)
 15 : (6, 8)
 16 : (6, 9)
 17 : (6, 10)
 18 : (6, 11)
 19 : (6, 12)
 20 : (6, 13)
 21 : (6, 14)
 22 : (6, 15)
 23 : (7, 5)
 24 : (7, 6)
 25 : (7, 7)
 26 : (7, 8)
 27 : (7, 9)
 28 : (7, 10)
 29 : (7, 11)
 30 : (7, 12)
 31 : (7, 13)
 32 : (7, 14)
 33 : (7, 15)
 34 : (8, 5)
 35 : (8, 6)
 36 : (8, 7)
 37 : (8, 8)
 38 : (8, 9)
 39 : (8, 10)
 40 : (8, 11)
 41 : (8, 12)
 42 : (8, 13)
 43 : (8, 14)
 44 : (8, 15)
 45 : (9, 5)
 46 : (9, 6)
 47 : (9, 7)
 48 : (9, 8)
 49 : (9, 9)
 50 : (9, 10)
 51 : (9, 11)
 52 : (9, 12)
 53 : (9, 13)
 54 : (9, 14)
 55 : (9, 15)
 56 : (10, 5)
 57 : (10, 6)
 58 : (10, 7)
 59 : (10, 8)
 60 : (10, 9)
 61 : (10, 10)
 62 : (10, 11)
 63 : (10, 12)
 64 : (10, 13)
 65 : (10, 14)
 66 : (10, 15)
 67 : (11, 5)
 68 : (11, 6)
 69 : (11, 7)
 70 : (11, 8)
 71 : (11, 9)
 72 : (11, 10)
 73 : (11, 11)
 74 : (11, 12)
 75 : (11, 13)
 76 : (11, 14)
 77 : (11, 15)
 78 : (12, 5)
 79 : (12, 6)
 80 : (12, 7)
 81 : (12, 8)
 82 : (12, 9)
 83 : (12, 10)
 84 : (12, 11)
 85 : (12, 12)
 86 : (12, 13)
 87 : (12, 14)
 88 : (12, 15)
 89 : (13, 5)
 90 : (13, 6)
 91 : (13, 7)
 92 : (13, 8)
 93 : (13, 9)
 94 : (13, 10)
 95 : (13, 11)
 96 : (13, 12)
 97 : (13, 13)
 98 : (13, 14)
 99 : (13, 15)
 100 : (14, 5)
 101 : (14, 6)
 102 : (14, 7)
 103 : (14, 8)
 104 : (14, 9)
 105 : (14, 10)
 106 : (14, 11)
 107 : (14, 12)
 108 : (14, 13)
 109 : (14, 14)
 110 : (14, 15)
 111 : (15, 5)
 112 : (15, 6)
 113 : (15, 7)
 114 : (15, 8)
 115 : (15, 9)
 116 : (15, 10)
 117 : (15, 11)
 118 : (15, 12)
 119 : (15, 13)
 120 : (15, 14)
 121 : (15, 15)
 122 : (5, 20)
 123 : (5, 21)
 124 : (5, 22)
 125 : (5, 23)
 126 : (5, 24)
 127 : (5, 25)
 128 : (5, 26)
 129 : (5, 27)
 130 : (5, 28)
 131 : (5, 29)
 132 : (6, 20)
 133 : (6, 21)
 134 : (6, 22)
 135 : (6, 23)
 136 : (6, 24)
 137 : (6, 25)
 138 : (6, 26)
 139 : (6, 27)
 140 : (6, 28)
 141 : (6, 29)
 142 : (7, 20)
 143 : (7, 21)
 144 : (7, 22)
 145 : (7, 23)
 146 : (7, 24)
 147 : (7, 25)
 148 : (7, 26)
 149 : (7, 27)
 150 : (7, 28)
 151 : (7, 29)
 152 : (8, 20)
 153 : (8, 21)
 154 : (8, 22)
 155 : (8, 23)
 156 : (8, 24)
 157 : (8, 25)
 158 : (8, 26)
 159 : (8, 27)
 160 : (8, 28)
 161 : (8, 29)
 162 : (9, 20)
 163 : (9, 21)
 164 : (9, 22)
 165 : (9, 23)
 166 : (9, 24)
 167 : (9, 25)
 168 : (9, 26)
 169 : (9, 27)
 170 : (9, 28)
 171 : (9, 29)
 172 : (10, 20)
 173 : (10, 21)
 174 : (10, 22)
 175 : (10, 23)
 176 : (10, 24)
 177 : (10, 25)
 178 : (10, 26)
 179 : (10, 27)
 180 : (10, 28)
 181 : (10, 29)
 182 : (11, 20)
 183 : (11, 21)
 184 : (11, 22)
 185 : (11, 23)
 186 : (11, 24)
 187 : (11, 25)
 188 : (11, 26)
 189 : (11, 27)
 190 : (11, 28)
 191 : (11, 29)
 192 : (12, 20)
 193 : (12, 21)
 194 : (12, 22)
 195 : (12, 23)
 196 : (12, 24)
 197 : (12, 25)
 198 : (12, 26)
 199 : (12, 27)
 200 : (12, 28)
 201 : (12, 29)
 202 : (13, 20)
 203 : (13, 21)
 204 : (13, 22)
 205 : (13, 23)
 206 : (13, 24)
 207 : (13, 25)
 208 : (13, 26)
 209 : (13, 27)
 210 : (13, 28)
 211 : (13, 29)
 212 : (14, 20)
 213 : (14, 21)
 214 : (14, 22)
 215 : (14, 23)
 216 : (14, 24)
 217 : (14, 25)
 218 : (14, 26)
 219 : (14, 27)
 220 : (14, 28)
 221 : (14, 29)
 222 : (15, 20)
 223 : (15, 21)
 224 : (15, 22)
 225 : (15, 23)
 226 : (15, 24)
 227 : (15, 25)
 228 : (15, 26)
 229 : (15, 27)
 230 : (15, 28)
 231 : (15, 29)
